hour,load
0.0,223.58571055604187
1.0,198.0949970629251
2.0,189.83589635912048
3.0,189.07595342009773
4.0,192.5601000677274
5.0,215.7813027628182
6.0,283.8697533879074
7.0,352.99643505525717
8.0,339.4159255061824
9.0,297.1904834964092
10.0,296.1325385865617
11.0,280.0550141307307
12.0,264.834724307452
13.0,253.9288469137502
14.0,249.4409971649895
15.0,264.54543021192757
16.0,321.3282232293478
17.0,434.3779497577128
18.0,495.2919468771621
19.0,490.38512416379945
20.0,458.96200985307905
21.0,424.6833653929989
22.0,357.8984404117
23.0,290.56574384426
0.0,222.13852828580812
1.0,197.47705904665258
2.0,189.1799823724856
3.0,188.59898374788293
4.0,191.8858925831003
5.0,213.82980958552474
6.0,279.3839275860852
7.0,344.5175988045602
8.0,329.13516399445786
9.0,284.7079496803161
10.0,283.72879137632617
11.0,267.7936286579915
12.0,253.67803901957487
13.0,243.41586260441895
14.0,240.19746788858595
15.0,255.1519032533441
16.0,311.8285570479355
17.0,424.7989015548537
18.0,484.073313584534
19.0,479.2615537614441
20.0,448.32064577153704
21.0,414.19128521583593
22.0,349.91400388013443
23.0,286.1269972945586
0.0,222.4114012161647
1.0,197.56642231133634
2.0,189.31361799402657
3.0,188.51311155009594
4.0,191.58716205511394
5.0,213.46083725669544
6.0,279.1907904474425
7.0,344.3667727053698
8.0,329.64711767022845
9.0,286.113974975724
10.0,284.8469895493449
11.0,269.25754296719094
12.0,256.545630485355
13.0,246.3127617171422
14.0,243.18165204088473
15.0,258.33546000414174
16.0,314.533074729456
17.0,426.90235469437965
18.0,486.72122389372987
19.0,481.4961029029652
20.0,450.20123332291234
21.0,415.5499618410267
22.0,350.2982530078329
23.0,286.2437970040694
0.0,221.96696691812818
1.0,197.15980987462257
2.0,188.8240095370734
3.0,188.31699611834037
4.0,191.32521110666266
5.0,213.39904016838852
6.0,278.80329969352545
7.0,344.453346110849
8.0,329.83815712490633
9.0,286.0864269758184
10.0,284.7773120532643
11.0,269.9049669942049
12.0,256.4072585102658
13.0,245.48075890283695
14.0,242.55241789157708
15.0,257.622913202298
16.0,314.44017632224234
17.0,427.5973625910171
18.0,487.9884554857377
19.0,482.81351870130686
20.0,451.8877809810949
21.0,418.13463264602353
22.0,353.83687334572073
23.0,290.3435982322657
0.0,226.92223183925537
1.0,202.98584814074812
2.0,195.24396322394747
3.0,195.09902859739194
4.0,198.8038016090239
5.0,221.19443010721034
6.0,287.9756916359031
7.0,352.5351145807558
8.0,337.3510893211905
9.0,292.7178190415846
10.0,292.61911860319935
11.0,275.4069023901328
12.0,261.15164328331286
13.0,250.28262659319014
14.0,246.79607262938933
15.0,261.64597998618854
16.0,317.709435153025
17.0,432.4557309620872
18.0,490.76339772308035
19.0,486.4141150675556
20.0,455.7864978864752
21.0,422.24508316846857
22.0,358.1305630558903
23.0,294.60982187847907
0.0,230.7534619226054
1.0,206.34783010170452
2.0,198.5853619745386
3.0,197.87493251863557
4.0,201.11517112053647
5.0,223.213901584973
6.0,289.5602992374335
7.0,354.5590866538611
8.0,338.38188964199907
9.0,292.82312924538496
10.0,292.1274581301573
11.0,274.30930085525335
12.0,259.80832114929996
13.0,248.49709894718742
14.0,244.53649394451202
15.0,259.58553403002475
16.0,316.24265119815317
17.0,430.8256903185326
18.0,489.9127890420531
19.0,485.1039521950774
20.0,454.17612854788143
21.0,420.5006044828128
22.0,356.03770547560447
23.0,292.4189530055802
0.0,230.71724468865472
1.0,205.3965172386368
2.0,196.92799139570576
3.0,196.31887669766124
4.0,200.13644691712125
5.0,223.56828865881957
6.0,292.8459971870313
7.0,360.60831730743945
8.0,348.23220670853635
9.0,306.1375024102999
10.0,306.2759480410119
11.0,287.7332646601211
12.0,271.6726472679763
13.0,259.55369446102543
14.0,254.6052832202713
15.0,269.47602884424157
16.0,326.78549423445435
17.0,441.94682636870175
18.0,501.24834011972695
19.0,496.6804741183139
20.0,465.3648683411052
21.0,430.8272226681108
22.0,364.0962306089728
23.0,296.67948586010573
0.0,230.11019682290942
1.0,204.53430644584338
2.0,195.98993137989538
3.0,194.86228983768302
4.0,198.36841009500077
5.0,221.56601497614238
6.0,290.6439966493549
7.0,358.4403441034469
8.0,345.9756136544872
9.0,303.56783722287844
10.0,303.12581055290417
11.0,285.0914590256133
12.0,269.1725607931247
13.0,257.5475181647824
14.0,252.88295971068675
15.0,267.3608638820312
16.0,324.1246673901003
17.0,438.9757374505844
18.0,497.7908976976758
19.0,494.03124007819395
20.0,463.0075275819256
21.0,428.5281799382358
22.0,361.6154128086752
23.0,294.27537601693734
0.0,225.914912443198
1.0,201.34979103604877
2.0,193.30363151064554
3.0,192.94944681477136
4.0,196.42579507827185
5.0,218.66827330009215
6.0,284.7772793088635
7.0,350.07045878185255
8.0,334.7691105617499
9.0,290.1387198769588
10.0,290.3668323685505
11.0,273.86412575692
12.0,260.32132135243165
13.0,250.06095297938955
14.0,245.99227260664716
15.0,259.8598379245002
16.0,315.9130716751964
17.0,430.1862710287969
18.0,488.4781253591351
19.0,484.14587799138025
20.0,453.2710031772971
21.0,419.4443155939028
22.0,355.18975494254585
23.0,291.2931979358107
0.0,227.5497034878361
1.0,202.8457613881806
2.0,194.79163662081692
3.0,194.3614704905088
4.0,197.63651298446948
5.0,219.98305055666364
6.0,285.26051720824546
7.0,351.1350333199959
8.0,335.10406472761576
9.0,289.6495066653927
10.0,289.1505057649635
11.0,271.5548844718188
12.0,257.49104711952987
13.0,247.00718030960354
14.0,243.54907897423
