Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 05/16  09:00:00,0.928518456171,7.53636463459,0.0,6.42284459092,0.0,0.188378324272,0.188378324272,0.188378324272,0.0637395321407,0.0138872200537,0.336436577975,0.30896480173,1.09223925449
 05/16  10:00:00,0.956204785091,8.02184047515,0.0,7.03327718252,0.0,0.206531440524,0.206531440524,0.206531440524,0.0531162865364,0.0115726836817,0.351641232033,0.316231142316,0.966782014525
 05/16  11:00:00,0.94533576079,7.02777430294,0.0,6.15189651111,0.0,0.18035124307,0.18035124307,0.18035124307,0.0531162865364,0.0115726836817,0.366855520645,0.316328026857,0.854089840544
 05/16  12:00:00,0.907586313717,6.16844950475,0.0,5.38025538894,0.0,0.157588669939,0.157588669939,0.157588669939,0.0531162865364,0.0115726836817,0.357197296466,0.310999377094,0.766773189738
 05/16  13:00:00,0.876427766223,5.79242331302,0.0,5.05497007593,0.0,0.148130175551,0.148130175551,0.148130175551,0.0531162865364,0.0115726836817,0.324743059292,0.321753561161,0.715291587397
 05/16  14:00:00,0.854462931779,5.23272601899,0.0,4.5453915709,0.0,0.133127283316,0.133127283316,0.133127283316,0.0531162865364,0.0115726836817,0.299663707888,0.339870970357,0.663924912674
 05/16  15:00:00,0.870524702809,4.85286321536,0.0,4.15723846112,0.0,0.121745338302,0.121745338302,0.121745338302,0.0531162865364,0.0115726836817,0.308214938409,0.358763455881,0.670913947616
 05/16  16:00:00,0.975682923343,4.53851850469,0.0,3.77571976039,0.0,0.110546567116,0.110546567116,0.110546567116,0.056657371191,0.012344197627,0.354668497169,0.42435429024,0.733570190959
 05/16  17:00:00,1.19943237742,5.72278171516,0.0,4.82002500501,0.0,0.141580400979,0.141580400979,0.141580400979,0.070821709809,0.0154302443018,0.438965378865,0.515522643463,0.86724868907
 05/16  18:00:00,1.27036491115,4.96245777925,0.0,3.93509633784,0.0,0.115133139593,0.115133139593,0.115133139593,0.123938004705,0.0270029334473,0.397476839177,0.559701994228,0.98881044766
 05/16  19:00:00,1.32909670224,4.80791123173,0.0,3.75880849963,0.0,0.110069950848,0.110069950848,0.110069950848,0.24787600941,0.0540058486818,0.322310374418,0.577722518882,1.0093105258
 05/16  20:00:00,1.54596033308,4.89627522014,0.0,3.91788669912,0.0,0.114836120142,0.114836120142,0.114836120142,0.435553471021,0.094896004004,0.2859788881,0.597583849817,0.937228311657
 05/16  21:00:00,1.68655661484,5.04149487051,0.0,4.15273204304,0.0,0.121773552672,0.121773552672,0.121773552672,0.570114788205,0.124213468359,0.269710329714,0.583632475892,0.848563556847
 05/16  22:00:00,1.41752356861,5.30940111964,0.0,4.56814304465,0.0,0.134021807253,0.134021807253,0.134021807253,0.4461767835,0.0972105349122,0.217943329922,0.505059113019,0.70647075797
 05/16  23:00:00,1.13221428916,5.65724638323,0.0,5.07441881804,0.0,0.14892731811,0.14892731811,0.14892731811,0.31161554991,0.0678930887695,0.147779360955,0.438886971413,0.552598033996
